"","UniqueSequenceName","Diamond_Hit","Diamond_Percentage_Identity","Diamond_length","Diamond_E_value","Diamond_BitScore","Diamond_qframe"
"1386","OK1_PD_TRINITY_DN111_c0_g1_i1.p1","XP_014781237.1",82,466,4.81e-283,784,0
"1387","OK1_PD_TRINITY_DN175_c0_g1_i1.p1","XP_029657579.1",94.6,481,0,898,0
"1388","OK1_PD_TRINITY_DN776_c0_g1_i1.p1","CAI9724272.1",61.9,247,2.95e-88,328,0
"1389","OK1_PD_TRINITY_DN150_c0_g1_i2.p1","XP_036359231.1",82.8,406,1.49e-214,611,0
"1390","OK1_PD_TRINITY_DN33559_c0_g1_i1.p1","XP_014781273.1",92.1,139,1.85e-96,284,0
"1391","OK1_PD_TRINITY_DN32429_c0_g1_i1.p1","XP_029645346.1",93.2,250,9.97e-160,453,0
"1392","OK1_PD_TRINITY_DN11844_c0_g1_i1.p1","XP_014779043.1",87.9,495,0,906,0
"1393","OK1_PD_TRINITY_DN313_c0_g2_i3.p1","XP_014778626.1",91.8,365,1.13e-266,733,0
"1394","OK1_PD_TRINITY_DN6275_c0_g1_i1.p1","XP_014768731.1",76,529,4.67e-309,854,0
"1395","OK1_PD_TRINITY_DN219_c1_g1_i2.p1","XP_014781656.1",74.2,213,3.25e-117,343,0
"1396","OK1_PD_TRINITY_DN763_c0_g1_i2.p1","XP_029653036.1",65.8,263,5.85e-135,392,0
"1397","OK1_PD_TRINITY_DN122_c0_g1_i2.p1","XP_029635494.1",87.2,759,0,1333,0
"1398","OK1_PD_TRINITY_DN892_c0_g1_i1.p1","XP_029649863.1",82,545,1.53e-281,786,0
"1399","OK1_PD_TRINITY_DN12_c0_g1_i1.p1","XP_014781344.1",68.4,955,1.15e-211,635,0
"1400","OK1_PD_TRINITY_DN2199_c0_g1_i2.p1","XP_014780657.1",97.4,388,2.66e-288,790,0
"1401","OK1_PD_TRINITY_DN1617_c0_g1_i1.p1","XP_014775432.1",85.2,411,9.33999999999999e-271,748,0
"1402","OK1_PD_TRINITY_DN19543_c0_g1_i1.p1","CAI9728181.1",81.9,443,1.92e-282,780,0
"1403","OK1_PD_TRINITY_DN33_c3_g1_i1.p1","XP_029646973.1",83.6,912,0,1569,0
"1404","OK1_PD_TRINITY_DN5026_c2_g1_i1.p1","XP_014785522.1",85.9,496,1.82999999999813e-312,860,0
"1405","OK1_PD_TRINITY_DN5314_c0_g1_i1.p1","XP_014771072.2",82.8,516,0,884,0
"1406","OK1_PD_TRINITY_DN3089_c1_g1_i1.p1","CAI9728908.1",88,625,0,1132,0
"1407","OK1_PD_TRINITY_DN28669_c0_g1_i1.p1","XP_014783603.1",88.8,689,0,1207,0
"1408","OK1_PD_TRINITY_DN26_c0_g1_i4.p1","CAI9724267.1",71.5,249,6.86e-101,363,0
"1409","OK1_PD_TRINITY_DN1329_c0_g1_i2.p1","XP_014778512.1",77.5,779,0,1134,0
"1410","OK1_PD_TRINITY_DN150_c0_g1_i4.p1","XP_036359231.1",82.7,405,2.54e-214,611,0
"1411","OK1_PD_TRINITY_DN97_c0_g1_i6.p2","CAI9744251.1",69.9,209,2.24e-53,181,0
"1412","OK1_PD_TRINITY_DN26_c0_g1_i2.p1","CAI9724267.1",71.5,249,1.24e-100,363,0
"1413","OK1_PD_TRINITY_DN402_c0_g1_i4.p1","XP_014777951.2",72.7,494,7.22e-274,762,0
"1414","OK1_PD_TRINITY_DN386_c1_g1_i1.p1","XP_029638313.1",94.4,302,4.17e-228,630,0
"1415","OK1_PD_TRINITY_DN306_c1_g1_i1.p1","XP_014780796.1",91.6,439,4.14e-292,804,0
"1416","OK1_PD_TRINITY_DN320_c0_g2_i1.p1","CAE1309418.1",77.8,252,2.81e-102,325,0
"1417","OK1_PD_TRINITY_DN313_c0_g2_i1.p1","XP_014778618.1",92.1,379,1.34e-272,749,0
"1418","OK1_PD_TRINITY_DN3034_c0_g1_i2.p1","XP_014774184.1",87.2,250,4.23e-161,457,0
"1419","OK1_PD_TRINITY_DN30115_c0_g1_i1.p1","XP_014785201.1",78.9,370,4.89e-227,634,0
"1420","OK1_PD_TRINITY_DN119_c0_g1_i1.p1","CAI9732236.1",84.6,499,0,934,0
"1421","OK1_PD_TRINITY_DN8579_c0_g1_i3.p1","XP_014770986.1",89.3,345,9.22999999999999e-224,624,0
"1422","OK1_PD_TRINITY_DN8992_c0_g1_i1.p1","CAI9744255.1",43.9,155,1.82e-30,119,0
"1423","OK1_PD_TRINITY_DN892_c0_g1_i2.p1","XP_029649862.1",80.3,580,3.62e-283,793,0
"1424","OK1_PD_TRINITY_DN5103_c3_g1_i1.p1","CAI9724318.1",53.4,148,5.41e-43,150,0
"1425","OK1_PD_TRINITY_DN4730_c0_g1_i1.p1","XP_052826943.1",93.3,507,0,1024,0
"1426","OK1_PD_TRINITY_DN11271_c0_g1_i1.p1","XP_029648127.1",85.2,851,0,1516,0
"1427","OK1_PD_TRINITY_DN5002_c0_g1_i1.p1","XP_014782853.1",89.3,521,0,993,0
"1428","OK1_PD_TRINITY_DN599_c7_g1_i4.p1","CAI9734619.1",94.6,112,1.75e-78,239,0
"1429","OK1_PD_TRINITY_DN1377_c0_g1_i1.p1","CAE1246888.1",37.8,699,1.58e-145,444,0
"1430","OK1_PD_TRINITY_DN19649_c0_g1_i1.p1","XP_014774571.1",89.4,359,3.8e-245,678,0
"1431","OK1_PD_TRINITY_DN1955_c2_g2_i3.p1","XP_029650035.1",94.1,422,5.56e-298,818,0
"1432","OK1_PD_TRINITY_DN1955_c2_g2_i2.p1","XP_029650035.1",94.6,424,3.37e-303,831,0
"1433","OK1_PD_TRINITY_DN21022_c0_g1_i1.p1","XP_029640240.1",56.7,104,3.78e-43,147,0
"1434","OK1_PD_TRINITY_DN20225_c0_g1_i1.p1","XP_052829355.1",88.4,389,5.22e-252,699,0
"1435","OK1_PD_TRINITY_DN16309_c0_g1_i1.p1","XP_014773703.1",81.5,303,3.42e-181,512,0
"1436","OK1_PD_TRINITY_DN150_c0_g1_i1.p1","XP_036359231.1",82.7,405,6.25e-214,611,0
"1437","OK1_PD_TRINITY_DN1411_c1_g1_i1.p1","XP_014775592.1",86.3,497,0,924,0
"1438","OK1_PD_TRINITY_DN1450_c0_g1_i1.p1","XP_052832718.1",74.8,405,4.38e-209,591,0
"1439","OK1_PD_TRINITY_DN26_c0_g1_i3.p1","CAI9724267.1",71.5,249,1.38e-100,363,0
"1440","OK1_PD_TRINITY_DN271_c0_g1_i1.p1","XP_029637263.1",49,143,2.19e-46,159,0
"1441","OK1_PD_TRINITY_DN29086_c0_g1_i1.p1","XP_052821586.1",82.5,355,3.92e-223,624,0
"1442","OK1_PD_TRINITY_DN28538_c0_g1_i1.p1","XP_014782301.1",79.7,482,2.31e-297,822,0
"1443","OK1_PD_TRINITY_DN24170_c0_g1_i1.p1","XP_014781554.1",79.9,488,5.85e-298,823,0
"1444","OV1_PD_SRR7130741_TRINITY_DN10221_c4_g1_i2.p1","XP_029651661.2",93,746,9.43e-282,802,0
"1445","OV1_PD_SRR7130741_TRINITY_DN10415_c6_g2_i1.p1","XP_029648178.1",99.3,412,2.58e-289,795,0
"1446","OV1_PD_SRR7130741_TRINITY_DN8901_c0_g1_i2.p1","XP_029634984.2",99.8,1101,0,2163,0
"1447","OV1_PD_SRR7130741_TRINITY_DN8595_c0_g1_i1.p1","XP_029639219.1",99.7,688,0,1271,0
"1448","OV1_PD_SRR7130741_TRINITY_DN9944_c8_g5_i1.p1","CAI9740646.1",99.3,407,5.6e-286,786,0
"1449","OV1_PD_SRR7130741_TRINITY_DN6047_c0_g1_i1.p1","XP_029638456.1",100,457,0,945,0
"1450","OV1_PD_SRR7130741_TRINITY_DN10308_c1_g2_i2.p1","XP_029650649.1",96.6,1250,0,1131,0
"1451","OV1_PD_SRR7130741_TRINITY_DN10342_c10_g1_i2.p1","CAI9740370.1",95.9,320,7.6e-215,598,0
"1452","OV1_PD_SRR7130741_TRINITY_DN10221_c4_g1_i4.p1","XP_029651661.2",99.5,216,2.73e-130,401,0
"1453","OV1_PD_SRR7130741_TRINITY_DN9250_c0_g1_i1.p1","CAI9728759.1",99.8,418,3.22999999909777e-315,861,0
"1454","OV1_PD_SRR7130741_TRINITY_DN7165_c0_g1_i3.p1","CAI9731055.1",100,436,0,915,0
"1455","OV1_PD_SRR7130741_TRINITY_DN9401_c0_g1_i1.p1","XP_029642601.1",97.5,277,1.28e-110,331,0
"1456","OV1_PD_SRR7130741_TRINITY_DN10041_c0_g2_i1.p1","XP_029649645.1",98.3,484,0,1022,0
"1457","OV1_PD_SRR7130741_TRINITY_DN10135_c4_g1_i1.p1","XP_029650035.1",100,424,0,879,0
"1458","OV1_PD_SRR7130741_TRINITY_DN8421_c0_g1_i1.p1","XP_029643779.1",98.8,341,1.91e-255,703,0
"1459","OV1_PD_SRR7130741_TRINITY_DN10128_c2_g1_i1.p1","CAI9728908.1",98.4,628,0,1238,0
"1460","OV1_PD_SRR7130741_TRINITY_DN9926_c7_g7_i1.p1","CAI9731894.1",100,352,1.07e-198,560,0
"1461","OV1_PD_SRR7130741_TRINITY_DN10206_c9_g4_i2.p1","XP_014779244.1",64.6,415,4.02e-151,443,0
"1462","OV1_PD_SRR7130741_TRINITY_DN9709_c0_g2_i3.p1","CAI9744251.1",98.5,198,5.19e-95,286,0
"1463","OV1_PD_SRR7130741_TRINITY_DN10256_c11_g1_i1.p1","XP_029650387.1",100,809,0,1182,0
"1464","OV1_PD_SRR7130741_TRINITY_DN9709_c0_g2_i2.p1","CAI9744251.1",95.1,205,1.3e-92,280,0
"1465","OV1_PD_SRR7130741_TRINITY_DN9931_c10_g1_i1.p1","XP_036359232.1",100,380,2.97e-259,722,0
"1466","OV1_PD_SRR7130741_TRINITY_DN10182_c3_g2_i1.p1","CAI9717116.1",100,528,0,1097,0
"1467","OV1_PD_SRR7130741_TRINITY_DN7698_c0_g1_i1.p1","CAI9732236.1",99.8,499,0,1078,0
"1468","OV1_PD_SRR7130741_TRINITY_DN10112_c5_g2_i4.p1","CAI9737722.1",100,347,9.28e-225,626,0
"1469","OV1_PD_SRR7130741_TRINITY_DN10405_c2_g1_i1.p1","XP_029645346.1",100,250,7.13e-169,476,0
"1470","OV1_PD_SRR7130741_TRINITY_DN4564_c0_g1_i1.p1","CAI9726567.1",99.8,481,0,981,0
"1471","OV1_PD_SRR7130741_TRINITY_DN10025_c9_g1_i1.p1","CAI9736498.1",99.4,1716,5.7e-187,619,0
"1472","OV1_PD_SRR7130741_TRINITY_DN10228_c4_g1_i1.p1","CAI9736497.1",100,330,7.54e-156,533,0
"1473","OV1_PD_SRR7130741_TRINITY_DN9905_c6_g7_i1.p1","XP_029638313.1",100,302,2.25e-241,664,0
"1474","OV1_PD_SRR7130741_TRINITY_DN9840_c0_g1_i1.p1","XP_036356290.1",99.5,183,2.6e-123,376,0
"1475","OV1_PD_SRR7130741_TRINITY_DN10245_c13_g1_i1.p1","XP_029636494.1",100,186,3.7e-146,414,0
"1476","OV1_PD_SRR7130741_TRINITY_DN7165_c0_g1_i2.p1","CAI9731055.1",98.7,224,2.51e-162,466,0
"1477","OV1_PD_SRR7130741_TRINITY_DN10060_c11_g1_i1.p1","XP_029653036.1",99.6,261,1.42e-203,565,0
"1478","OV1_PD_SRR7130741_TRINITY_DN10224_c9_g1_i1.p1","XP_029640223.1",99.7,322,5.59e-218,607,0
"1479","OV1_PD_SRR7130741_TRINITY_DN10366_c9_g8_i2.p1","XP_029646973.1",99,917,0,1837,0
"1480","OV1_PD_SRR7130741_TRINITY_DN10262_c4_g1_i2.p1","XP_029649862.1",95,579,0,942,0
"1481","OV1_PD_SRR7130741_TRINITY_DN10262_c4_g1_i1.p1","CAI9739320.1",100,544,0,939,0
"1482","OV1_PD_SRR7130741_TRINITY_DN9940_c0_g1_i1.p1","XP_029656012.1",99.5,1036,0,1617,0
"1483","OV1_PD_SRR7130741_TRINITY_DN9922_c2_g2_i2.p1","CAI9728750.1",100,507,0,1083,0
"1484","OV1_PD_SRR7130741_TRINITY_DN10175_c7_g1_i11.p1","XP_029643023.1",100,345,2.33e-258,711,0
"1485","OV1_PD_SRR7130741_TRINITY_DN9380_c0_g1_i1.p1","XP_029638795.1",99.5,411,6.8900000000624e-314,857,0
"1486","OV1_PD_SRR7130741_TRINITY_DN11772_c0_g1_i1.p1","XP_029637796.1",98.7,158,1.02e-109,319,0
"1487","OV1_PD_SRR7130741_TRINITY_DN10366_c9_g1_i1.p1","CAI9718349.1",99.6,239,4.41e-160,456,0
"1488","OV1_PD_SRR7130741_TRINITY_DN8858_c0_g1_i2.p1","XP_036368996.1",99.5,553,0,1173,0
"1489","OV1_PD_SRR7130741_TRINITY_DN21401_c0_g1_i1.p1","XP_029648188.1",100,338,7.17e-254,699,0
"1490","OV1_PD_SRR7130741_TRINITY_DN14825_c0_g1_i1.p1","CAI9721673.1",100,168,1.95e-121,350,0
"1491","OV1_PD_SRR7130741_TRINITY_DN8552_c0_g1_i1.p1","CAI9729327.1",100,398,1.16e-303,830,0
"1492","OV1_PD_SRR7130741_TRINITY_DN8858_c0_g1_i1.p1","BAX02571.1",84.1,553,0,949,0
"1493","OV1_PD_SRR7130741_TRINITY_DN8760_c0_g1_i1.p1","XP_029650810.1",96.7,422,6.65e-302,831,0
"1494","OV1_PD_SRR7130741_TRINITY_DN10256_c11_g1_i2.p1","XP_029650386.1",99.8,811,0,1193,0
"1495","OV1_PD_SRR7130741_TRINITY_DN10206_c5_g2_i1.p1","XP_029644661.1",100,473,0,1001,0
"1496","OV1_PD_SRR7130741_TRINITY_DN10051_c8_g1_i1.p1","CAI9740582.1",99.8,477,0,964,0
"1497","OV1_PD_SRR7130741_TRINITY_DN9970_c4_g5_i2.p1","XP_029638258.1",99.1,1429,6.64e-159,529,0
"1498","OV1_PD_SRR7130741_TRINITY_DN9470_c0_g1_i1.p1","CAI9734155.1",100,524,0,1089,0
"1499","OV1_PD_SRR7130741_TRINITY_DN7786_c0_g1_i1.p1","XP_029644105.1",99.4,327,4.78e-242,668,0
"1500","OV1_PD_SRR7130741_TRINITY_DN2561_c0_g1_i1.p1","XP_029636609.1",100,139,1.46e-102,300,0
"1501","OV1_PD_SRR7130741_TRINITY_DN11210_c0_g1_i1.p1","CAI9720890.1",99.5,183,2.93e-128,368,0
"1502","OV1_PD_SRR7130741_TRINITY_DN9587_c0_g1_i1.p1","CAI9744262.1",100,568,0,1175,0
"1503","OV1_PD_SRR7130741_TRINITY_DN9979_c10_g7_i1.p1","XP_036364068.1",94.5,505,0,1006,0
"1504","OV1_PD_SRR7130741_TRINITY_DN10165_c3_g3_i2.p1","XP_029646979.1",99,812,0,1694,0
"1505","OV1_PD_SRR7130741_TRINITY_DN8773_c0_g1_i1.p1","XP_029637843.1",98.4,440,0,881,0
"1506","OV1_PD_SRR7130741_TRINITY_DN10007_c7_g5_i1.p1","XP_029635494.1",99.6,755,0,1500,0
"1507","OV1_PD_SRR7130741_TRINITY_DN9966_c3_g1_i9.p1","XP_029638191.1",97.5,284,8.77999999999999e-196,547,0
"1508","OV1_PD_SRR7130741_TRINITY_DN10369_c5_g3_i1.p1","CAI9718479.1",100,141,9.47e-100,293,0
"1509","OV1_PD_SRR7130741_TRINITY_DN5358_c0_g1_i1.p1","XP_029658164.1",99.7,308,5.28e-177,502,0
"1510","OV1_PD_SRR7130741_TRINITY_DN9889_c12_g1_i1.p1","XP_029633597.1",99.1,440,1.14999999999799e-312,856,0
"1511","OV1_PD_SRR7130741_TRINITY_DN10155_c5_g3_i2.p1","XP_029645037.1",100,197,9.69e-143,406,0
"1512","OV1_PD_SRR7130741_TRINITY_DN10157_c4_g1_i2.p1","CAI9715155.1",100,364,1.9e-278,763,0
"1513","OV1_PD_SRR7130741_TRINITY_DN9989_c0_g1_i7.p1","CAI9724267.1",99.2,246,3.93e-154,509,0
"1514","OV1_PD_SRR7130741_TRINITY_DN10236_c5_g6_i1.p1","XP_029638381.1",99.7,288,7.41e-190,533,0
"1515","OV1_PD_SRR7130741_TRINITY_DN9835_c0_g1_i1.p1","XP_029636478.1",99.2,370,1.51e-278,764,0
"1516","OV1_PD_SRR7130741_TRINITY_DN10394_c2_g1_i1.p1","XP_036361630.1",100,414,1.56e-215,608,0
"1517","OV1_PD_SRR7130741_TRINITY_DN10071_c7_g10_i1.p1","CAI9739477.1",100,364,1.05e-260,726,0
"1518","OV1_PD_SRR7130741_TRINITY_DN10166_c4_g4_i2.p1","XP_052833195.1",88.2,271,1.3e-170,483,0
"1519","OV1_PD_SRR7130741_TRINITY_DN23032_c0_g1_i1.p1","CAI9741102.1",100,189,9.02e-135,385,0
"1520","OV1_PD_SRR7130741_TRINITY_DN8828_c0_g1_i1.p1","XP_029646978.1",97.5,203,2.99e-149,423,0
"1521","OV1_PD_SRR7130741_TRINITY_DN11483_c0_g1_i1.p1","XP_029643765.1",98.9,268,6.18e-193,539,0
"1522","OV1_PD_SRR7130741_TRINITY_DN10403_c1_g2_i1.p1","CAI9731030.1",100,499,0,985,0
"1523","OV1_PD_SRR7130741_TRINITY_DN10362_c0_g1_i3.p1","CAI9742234.1",98.5,264,1.94e-198,552,0
"1524","OV1_PD_SRR7130741_TRINITY_DN9996_c7_g4_i1.p1","CAI9731730.1",100,268,1.73e-203,565,0
"1525","OV1_PD_SRR7130741_TRINITY_DN10245_c10_g1_i2.p1","CAI9740275.1",100,254,1.52e-181,509,0
"1526","OV1_PD_SRR7130741_TRINITY_DN9995_c3_g4_i2.p1","CAI9740900.1",100,222,3.6e-164,462,0
"1527","OV1_PD_SRR7130741_TRINITY_DN10221_c5_g3_i10.p1","CAI9724880.1",78.6,159,4.5e-77,240,0
"1528","OV1_PD_SRR7130741_TRINITY_DN9917_c1_g1_i1.p1","XP_029650646.1",98.4,256,5.51e-185,518,0
"1529","OV1_PD_SRR7130741_TRINITY_DN10035_c4_g3_i4.p1","CAI9740616.1",100,254,3.32e-185,518,0
"1530","OV1_PD_SRR7130741_TRINITY_DN7945_c0_g1_i1.p1","XP_029640970.1",100,388,1.5e-294,806,0
"1531","OV1_PD_SRR7130741_TRINITY_DN10387_c4_g2_i6.p1","CAI9740465.1",93.9,179,4.44e-120,350,0
"1532","OV1_PD_SRR7130741_TRINITY_DN9930_c4_g1_i1.p1","XP_029650957.1",99.2,260,1.79e-192,537,0
"1533","OV1_PD_SRR7130741_TRINITY_DN3715_c0_g1_i1.p1","CAI9730048.1",99.5,203,1.8e-150,426,0
"1534","OV1_PD_SRR7130741_TRINITY_DN11859_c0_g1_i1.p1","XP_029635811.1",99.2,259,5.53e-191,533,0
"1535","OV1_PD_SRR7130741_TRINITY_DN9824_c1_g1_i1.p1","XP_029642563.1",99.5,379,2.46e-293,802,0
"1536","OV1_PD_SRR7130741_TRINITY_DN10129_c9_g2_i2.p1","XP_036356061.1",99.4,154,5.1e-117,337,0
"1537","OV1_PD_SRR7130741_TRINITY_DN10381_c2_g2_i19.p1","XP_029650854.1",94.4,234,1.13e-162,460,0
"1538","OV1_PD_SRR7130741_TRINITY_DN10000_c9_g1_i1.p1","XP_029652139.1",99.7,319,2.35e-238,658,0
"1539","OV1_PD_SRR7130741_TRINITY_DN10038_c4_g4_i2.p1","XP_036363358.1",99.4,323,1.44e-232,681,0
"1540","OV1_PD_SRR7130741_TRINITY_DN10106_c9_g1_i1.p1","CAI9741642.1",98.7,159,1.19e-33,129,0
"1541","OV1_PD_SRR7130741_TRINITY_DN9896_c1_g4_i1.p2","CAI9742095.1",92.5,134,7.04e-61,194,0
"1542","OV1_PD_SRR7130741_TRINITY_DN9896_c1_g4_i2.p1","XP_029652328.1",97.5,162,8.57e-58,188,0
"1543","OV1_PD_SRR7130741_TRINITY_DN10340_c4_g1_i2.p1","CAI9723784.1",86.3,139,2.17e-80,250,0
"1544","SB2_JR_TRINITY_DN6460_c0_g1_i1.p1","XP_052833673.1",47.5,3498,0,3096,0
"1545","SB5_PN_TRINITY_DN11569_c0_g2_i1.p1","CAE1235980.1",98.4,1519,0,2980,0
"1546","SB5_PN_TRINITY_DN11569_c0_g2_i4.p2","CAE1235980.1",98.2,1204,0,2356,0
"1547","SB2_JR_TRINITY_DN592_c0_g1_i8.p1","CAE1258370.1",89.3,272,1.76e-142,452,0
"1548","SB10_PN_TRINITY_DN5946_c0_g3_i2.p1","CAE1258373.1",46.4,1165,7.18e-116,400,0
"1549","SB3_JR_TRINITY_DN11315_c0_g1_i1.p1","CAE1331197.1",89.4,624,0,1160,0
"1550","SB8_PN_TRINITY_DN10159_c0_g1_i6.p1","CAE1312476.1",41.2,643,3.54e-168,506,0
"1551","SB10_PN_TRINITY_DN942_c0_g1_i1.p1","CAE1314595.1",82,261,6.01e-158,474,0
"1552","SB10_PN_TRINITY_DN942_c0_g1_i6.p1","CAE1314595.1",85.3,258,8.03e-166,494,0
"1553","SB1_JR_TRINITY_DN25311_c0_g1_i1.p1","CAE1304337.1",88.8,393,1.05e-250,721,0
"1554","SB3_JR_TRINITY_DN2526_c0_g1_i5.p1","CAE1314595.1",89.1,258,8.68e-172,509,0
"1555","SB1_JR_TRINITY_DN1199_c0_g1_i1.p1","CAE1322612.1",90.7,472,7.33e-286,818,0
"1556","SB7_PN_TRINITY_DN13280_c0_g1_i2.p1","XP_029634117.1",40.4,569,1.48e-123,388,0
"1557","SB5_PN_TRINITY_DN7733_c0_g1_i6.p2","XP_029634117.1",39,480,3.14e-94,309,0
"1558","SB8_PN_TRINITY_DN699_c0_g1_i2.p1","CAE1313904.1",83.3,269,3.95e-111,372,0
"1559","SB6_PN_TRINITY_DN77021_c0_g1_i11.p1","CAE1314595.1",85.7,258,4.19e-166,495,0
"1560","SB2_JR_TRINITY_DN2497_c0_g1_i5.p1","CAE1310993.1",87.7,2193,0,3601,0
"1561","SB8_PN_TRINITY_DN10159_c0_g1_i7.p1","XP_029649278.2",46,480,1.41e-135,418,0
"1562","SB3_JR_TRINITY_DN2505_c0_g1_i1.p1","CAE1159862.1",89.1,1408,0,2395,0
"1563","SB2_JR_TRINITY_DN699_c0_g1_i4.p1","CAE1314595.1",88.4,258,2.08e-170,506,0
"1564","SB10_PN_TRINITY_DN942_c0_g1_i2.p1","CAE1314595.1",83.5,261,3.92e-161,482,0
"1565","SB4_JR_TRINITY_DN310_c0_g1_i1.p1","CAE1314595.1",83.9,261,6.9e-162,484,0
"1566","SB10_PN_TRINITY_DN25864_c0_g1_i1.p1","XP_035693188.1",38.5,379,4.91e-74,248,0
"1567","SB1_JR_TRINITY_DN11666_c0_g1_i2.p1","CAE1238891.1",85.3,1133,0,1852,0
"1568","SB4_JR_TRINITY_DN3949_c2_g1_i3.p1","CAE1312476.1",38.7,390,6.51e-90,296,0
"1569","SB2_JR_TRINITY_DN13503_c0_g1_i9.p1","XP_014779875.1",43.7,375,1.63e-108,335,0
"1570","SB2_JR_TRINITY_DN13503_c0_g1_i8.p1","XP_014779875.1",44.4,376,2.61e-110,340,0
"1571","SB1_JR_TRINITY_DN4865_c0_g1_i3.p1","CAE1271131.1",80.3,644,2.84e-280,789,0
"1572","SB7_PN_TRINITY_DN945_c0_g1_i10.p1","XP_029647970.1",46.8,376,5.34e-113,347,0
"1573","SB2_JR_TRINITY_DN63974_c0_g1_i1.p1","CAE1322390.1",92.3,443,6.24e-282,782,0
"1574","SB8_PN_TRINITY_DN9967_c0_g1_i1.p1","CAE1174190.1",96.1,1004,0,1979,0
"1575","SB1_JR_TRINITY_DN1548_c0_g1_i1.p1","XP_014771098.1",61.4,350,1.37e-160,467,0
"1576","SB2_JR_TRINITY_DN8397_c0_g1_i9.p1","CAE1316897.1",58.9,706,1.05e-280,805,0
"1577","SB10_PN_TRINITY_DN4337_c0_g1_i6.p1","CAE1233243.1",87.1,630,0,1111,0
"1578","SB2_JR_TRINITY_DN1734_c0_g1_i1.p1","XP_061186425.1",28.8,146,1.01e-07,64.7,0
"1579","SB1_JR_TRINITY_DN8261_c0_g1_i1.p1","CAE1306498.1",90.5,473,2.86e-297,837,0
"1580","SB4_JR_TRINITY_DN310_c0_g1_i10.p1","CAE1314595.1",85.2,230,3.95e-147,439,0
"1581","SB10_PN_TRINITY_DN6585_c1_g1_i1.p1","CAE1298785.1",64.4,738,0,919,0
"1582","SB6_PN_TRINITY_DN187693_c0_g1_i2.p1","CAI9737014.1",66.7,327,1.27e-161,468,0
"1583","SB8_PN_TRINITY_DN271_c0_g1_i3.p1","XP_029647970.1",48.1,376,5.97e-120,364,0
"1584","SB4_JR_TRINITY_DN301_c0_g1_i1.p1","CAE1294728.1",99.4,631,0,1197,0
"1585","SB1_JR_TRINITY_DN1499_c0_g1_i11.p1","CAE1300717.1",78.8,778,0,1136,0
"1586","SB5_PN_TRINITY_DN2757_c0_g1_i4.p1","CAE1245417.1",82.3,655,0,1002,0
"1587","SB2_JR_TRINITY_DN46929_c0_g1_i1.p1","CAE1239929.1",96,374,4.44e-274,760,0
"1588","SB1_JR_TRINITY_DN18091_c0_g1_i4.p1","XP_029650946.1",34.5,391,1.86e-57,204,0
"1589","SB1_JR_TRINITY_DN64139_c0_g1_i1.p1","CAE1262780.1",93.2,397,7.33e-263,731,0
"1590","SB5_PN_TRINITY_DN16896_c0_g1_i2.p1","XP_029640071.1",42.1,240,1.12e-61,222,0
"1591","SB6_PN_TRINITY_DN492111_c0_g1_i1.p1","CAE1272963.1",92.7,245,1.18e-170,490,0
"1592","SB2_JR_TRINITY_DN2624_c0_g1_i3.p1","XP_029633661.1",67,1126,0,1497,0
"1593","SB5_PN_TRINITY_DN16896_c0_g1_i1.p1","XP_029640071.1",43,316,4.06e-82,284,0
"1594","SB10_PN_TRINITY_DN26706_c0_g1_i1.p1","CAE1315741.1",91.9,923,0,1757,0
"1595","SB1_JR_TRINITY_DN503_c0_g1_i6.p1","CAI9720812.1",65.3,527,1.79e-267,750,0
"1596","SB1_JR_TRINITY_DN4865_c0_g1_i1.p1","CAE1271131.1",74.6,272,2.48e-141,430,0
"1597","SB1_JR_TRINITY_DN1657_c0_g1_i1.p1","CAI9718836.1",58.8,1528,0,1721,0
"1598","SB10_PN_TRINITY_DN52881_c0_g1_i1.p1","XP_014768645.1",49.4,265,3.27e-93,288,0
"1599","SB6_PN_TRINITY_DN192316_c0_g3_i3.p1","XP_036366485.1",56.9,350,2.13e-145,460,0
"1600","SB1_JR_TRINITY_DN4865_c0_g1_i2.p1","CAE1271131.1",67.2,317,2.26e-143,434,0
"1601","SB9_PN_TRINITY_DN83917_c0_g1_i1.p1","KAG8571885.1",31.5,184,3.73e-23,107,0
"1602","SB6_PN_TRINITY_DN33856_c0_g1_i1.p1","XP_014775724.1",49.2,197,8.69e-54,197,0
"1603","SB1_JR_TRINITY_DN735_c0_g1_i6.p1","CAE1248477.1",85.7,1516,0,2471,0
"1604","SB1_JR_TRINITY_DN7500_c0_g1_i1.p1","XP_036354387.1",36.5,249,7.91e-43,161,0
"1605","SB1_JR_TRINITY_DN462_c2_g1_i3.p1","CAE1160864.1",73.2,1215,0,1659,0
"1606","SB1_JR_TRINITY_DN4516_c1_g1_i2.p1","XP_036369247.1",59.2,306,7.28e-126,373,0
"1607","SB1_JR_TRINITY_DN66161_c0_g1_i1.p1","XP_036362498.1",54.2,378,3.12e-143,432,0
"1608","SB1_JR_TRINITY_DN2613_c1_g1_i1.p1","XP_029636725.1",63.7,1598,0,1776,0
"1609","SB10_PN_TRINITY_DN1904_c0_g1_i1.p1","XP_029635428.1",55.2,2076,0,2240,0
"1610","SB1_JR_TRINITY_DN107_c0_g1_i1.p1","CAE1249358.1",76.5,459,3.66e-224,637,0
"1611","SB1_JR_TRINITY_DN91_c0_g1_i6.p1","CAE1328305.1",89.4,1080,4.62e-254,763,0
